Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
73,87,5,0,0,3,1,1,3,Job,Technical,Hard Worker,1,1,Biology,english,Humanities,english,adaptability,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
72,86,11,1,1,4,0,0,3,Job,Technical,Smart Worker,0,1,Computer,maths,Humanities,maths,programming,11,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
93,81,11,0,0,4,0,0,1,Higher Studies,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,decision making,11,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
62,72,12,1,1,4,1,0,5,Higher Studies,Managerial,Smart Worker,0,1,Computer,maths,Computer Science,maths,adaptability,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
66,81,12,0,0,4,1,0,5,Job,Technical,Smart Worker,1,1,Biology,maths,Computer Science,computer,decision making,12,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
82,67,7,1,1,4,1,0,1,Job,Managerial,Hard Worker,0,1,Computer,maths,Pre-engineering,maths,development,7,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
82,67,8,0,0,4,1,0,4,Job,Technical,Smart Worker,0,0,Biology,chemistry,Computer Science,computer,adaptability,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
85,83,12,1,0,5,0,0,4,Higher Studies,Technical,Smart Worker,1,0,Computer,english,Pre-engineering,maths,testing,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
86,80,12,1,0,4,1,1,1,Job,Managerial,Smart Worker,0,0,Computer,pakistan studies,Pre-engineering,maths,teamwork,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
76,75,8,1,0,3,0,1,1,Higher Studies,Managerial,Smart Worker,0,0,Computer,english,Pre-engineering,maths,testing,8,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
69,92,10,0,0,3,1,1,1,Job,Technical,Smart Worker,1,0,Biology,maths,Pre-engineering,computer,adaptability,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
91,94,10,1,0,5,0,1,2,Higher Studies,Managerial,Smart Worker,0,0,Biology,physics,Pre-engineering,maths,decision making,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
62,81,6,0,0,4,1,0,2,Higher Studies,Technical,Smart Worker,1,0,Biology,maths,Pre-engineering,physics,testing,6,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
64,90,7,0,0,5,0,0,3,Job,Technical,Hard Worker,1,0,Biology,physics,Pre-engineering,maths,testing,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
87,69,9,1,0,4,1,1,2,Higher Studies,Technical,Smart Worker,1,0,Biology,maths,Computer Science,urdu,development,9,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
92,78,5,1,0,4,1,0,5,Higher Studies,Managerial,Smart Worker,1,0,Computer,maths,Computer Science,maths,development,5,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
70,67,8,1,0,4,1,0,2,Higher Studies,Technical,Hard Worker,0,1,Computer,maths,Computer Science,computer,adaptability,8,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
92,91,4,1,0,5,0,0,3,Higher Studies,Technical,Hard Worker,1,0,Computer,physics,Computer Science,computer,decision making,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
67,82,10,1,0,3,1,1,1,Job,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,accounting,adaptability,10,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
72,84,11,0,0,5,0,1,3,Job,Managerial,Hard Worker,1,0,Computer,urdu,Pre-engineering,computer,programming,11,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
81,67,9,1,0,5,0,1,4,Job,Technical,Smart Worker,0,0,Biology,maths,Computer Science,islamic studies,testing,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
60,89,12,1,0,3,1,0,5,Higher Studies,Managerial,Hard Worker,1,0,Computer,maths,Pre-engineering,english,testing,12,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
61,85,9,0,0,5,1,0,1,Higher Studies,Technical,Smart Worker,0,1,Computer,physics,Pre-engineering,maths,adaptability,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
81,68,7,0,0,3,1,1,1,Higher Studies,Managerial,Smart Worker,1,1,Computer,english,Pre-engineering,computer,testing,7,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
70,70,7,1,1,4,1,0,1,Higher Studies,Technical,Hard Worker,0,0,Computer,english,Pre-engineering,computer,decision making,7,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
83,84,7,1,1,3,1,1,3,Higher Studies,Managerial,Hard Worker,1,0,Computer,english,Pre-engineering,pakistan studies,teamwork,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
73,63,10,0,0,5,0,1,4,Higher Studies,Technical,Smart Worker,0,1,Computer,maths,Pre-engineering,english,decision making,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
61,92,6,1,0,5,1,0,4,Job,Technical,Hard Worker,0,1,Computer,physics,Computer Science,maths,development,6,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
84,69,8,1,1,4,1,1,3,Job,Technical,Hard Worker,1,1,Biology,physics,Computer Science,computer,programming,8,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,92,6,0,0,1,0,0,4,Job,Technical,Smart Worker,1,0,Computer,english,Pre-engineering,maths,adaptability,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
84,82,10,0,0,2,0,0,3,Job,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,computer,programming,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
78,78,5,1,0,3,1,1,3,Higher Studies,Managerial,Smart Worker,0,0,Computer,maths,Commerce,maths,programming,5,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
60,91,10,0,0,1,1,0,2,Job,Technical,Hard Worker,0,1,Biology,maths,Pre-engineering,chemistry,programming,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
79,60,10,0,0,5,0,1,1,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,pyhsics,teamwork,10,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
76,71,4,0,0,4,1,1,5,Job,Technical,Hard Worker,0,1,Biology,maths,Pre-engineering,computer,decision making,4,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
71,83,9,0,0,5,1,1,3,Job,Managerial,Hard Worker,1,1,Biology,physics,Pre-engineering,physics,decision making,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
66,73,5,1,0,5,0,0,3,Job,Technical,Smart Worker,0,1,Biology,maths,Pre-engineering,maths,adaptability,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
68,70,10,1,0,2,0,0,3,Job,Managerial,Hard Worker,0,0,Computer,maths,Computer Science,computer,programming,10,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
89,79,6,0,0,5,1,0,3,Job,Managerial,Smart Worker,1,1,Computer,maths,Computer Science,maths,development,6,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
63,81,8,0,0,4,0,1,3,Job,Technical,Hard Worker,0,0,Computer,maths,Commerce,physics,development,8,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
86,69,9,1,1,2,0,0,4,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Computer Science,computer,programming,9,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
78,74,4,1,0,3,0,0,2,Job,Technical,Smart Worker,1,1,Computer,maths,Pre-engineering,maths,testing,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
87,69,12,1,1,2,0,0,4,Higher Studies,Managerial,Smart Worker,1,0,Biology,maths,Computer Science,physics,teamwork,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
84,92,11,1,0,4,1,0,3,Higher Studies,Managerial,Smart Worker,1,0,Biology,urdu,Pre-engineering,maths,decision making,11,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
65,85,11,0,0,4,1,1,2,Job,Technical,Smart Worker,0,1,Computer,maths,Computer Science,urdu,testing,11,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
72,72,12,1,1,4,0,0,3,Higher Studies,Managerial,Hard Worker,0,0,Biology,computer,Computer Science,maths,testing,12,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
81,87,7,0,0,4,0,1,1,Job,Managerial,Hard Worker,1,0,Computer,maths,Pre-engineering,computer,programming,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
74,60,7,0,0,4,1,0,3,Job,Managerial,Hard Worker,0,0,Computer,physics,Pre-engineering,computer,testing,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,81,5,1,0,3,1,0,3,Job,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,accounting,decision making,5,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
89,80,8,1,1,3,1,1,4,Job,Technical,Hard Worker,0,1,Computer,maths,Pre-engineering,computer,testing,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
71,91,9,0,0,3,1,0,1,Higher Studies,Technical,Hard Worker,1,0,Computer,maths,Pre-engineering,islamic studies,development,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
